,datetime,bid_open,bid_high,bid_low,bid_close,bid_volume,bid_average,bid_barCount,ask_open,ask_high,ask_low,ask_close,ask_volume,ask_average,ask_barCount
21600,2020-09-07 06:00:00+00:00,0.72786,0.72787,0.72785,0.72787,-1,-1.0,-1,0.72788,0.72789,0.72787,0.72789,-1,-1.0,-1
25200,2020-09-07 07:00:00+00:00,0.72762,0.72763,0.72755,0.72763,-1,-1.0,-1,0.72763,0.72766,0.72757,0.72766,-1,-1.0,-1
28800,2020-09-07 08:00:00+00:00,0.7277,0.72773,0.7277,0.72773,-1,-1.0,-1,0.72772,0.72775,0.72772,0.72774,-1,-1.0,-1
32400,2020-09-07 09:00:00+00:00,0.72813,0.72814,0.72813,0.72814,-1,-1.0,-1,0.72814,0.72817,0.72814,0.72816,-1,-1.0,-1
36000,2020-09-07 10:00:00+00:00,0.72835,0.72836,0.72835,0.72836,-1,-1.0,-1,0.72836,0.72837,0.72836,0.72837,-1,-1.0,-1
39600,2020-09-07 11:00:00+00:00,0.7278,0.7278,0.7278,0.7278,-1,-1.0,-1,0.72783,0.72783,0.72783,0.72783,-1,-1.0,-1
43200,2020-09-07 12:00:00+00:00,0.72844,0.72845,0.72844,0.72844,-1,-1.0,-1,0.72847,0.72847,0.72847,0.72847,-1,-1.0,-1
46800,2020-09-07 13:00:00+00:00,0.72821,0.72821,0.72818,0.72818,-1,-1.0,-1,0.72824,0.72824,0.72821,0.72821,-1,-1.0,-1
50400,2020-09-07 14:00:00+00:00,0.72827,0.72828,0.72824,0.72824,-1,-1.0,-1,0.72831,0.72831,0.72826,0.72827,-1,-1.0,-1
54000,2020-09-07 15:00:00+00:00,0.72803,0.7281,0.72803,0.7281,-1,-1.0,-1,0.72805,0.72811,0.72805,0.72811,-1,-1.0,-1
57600,2020-09-07 16:00:00+00:00,0.728,0.728,0.728,0.728,-1,-1.0,-1,0.72802,0.72802,0.72802,0.72802,-1,-1.0,-1
61200,2020-09-07 17:00:00+00:00,0.72814,0.72814,0.72814,0.72814,-1,-1.0,-1,0.7282,0.7282,0.7282,0.7282,-1,-1.0,-1
64800,2020-09-07 18:00:00+00:00,0.72792,0.72792,0.72792,0.72792,-1,-1.0,-1,0.72799,0.72799,0.72799,0.72799,-1,-1.0,-1
68400,2020-09-07 19:00:00+00:00,0.7277,0.7277,0.7277,0.7277,-1,-1.0,-1,0.72776,0.72776,0.72776,0.72776,-1,-1.0,-1
72000,2020-09-07 20:00:00+00:00,0.72768,0.72772,0.72766,0.72772,-1,-1.0,-1,0.72774,0.72775,0.72774,0.72775,-1,-1.0,-1
78300,2020-09-07 22:00:00+00:00,0.72765,0.72767,0.72765,0.72766,-1,-1.0,-1,0.72778,0.72779,0.72778,0.72779,-1,-1.0,-1
81900,2020-09-07 23:00:00+00:00,0.72787,0.7279,0.72787,0.7279,-1,-1.0,-1,0.72793,0.72796,0.72793,0.72796,-1,-1.0,-1
0,2020-09-08 00:00:00+00:00,0.72803,0.72803,0.72803,0.72803,-1,-1.0,-1,0.72804,0.72805,0.72804,0.72804,-1,-1.0,-1
3600,2020-09-08 01:00:00+00:00,0.72782,0.72783,0.72782,0.72782,-1,-1.0,-1,0.72785,0.72785,0.72784,0.72784,-1,-1.0,-1
7200,2020-09-08 02:00:00+00:00,0.72769,0.72769,0.72769,0.72769,-1,-1.0,-1,0.72772,0.72772,0.72771,0.72771,-1,-1.0,-1
