,datetime,bid_open,bid_high,bid_low,bid_close,bid_volume,bid_average,bid_barCount,ask_open,ask_high,ask_low,ask_close,ask_volume,ask_average,ask_barCount
10800,2020-06-24 03:00:00+00:00,1.63045,1.63056,1.63042,1.63047,-1,-1.0,-1,1.6305,1.63065,1.63049,1.6305,-1,-1.0,-1
14400,2020-06-24 04:00:00+00:00,1.63031,1.63034,1.63015,1.63015,-1,-1.0,-1,1.63038,1.6304,1.63027,1.63027,-1,-1.0,-1
18000,2020-06-24 05:00:00+00:00,1.63002,1.63002,1.63001,1.63002,-1,-1.0,-1,1.6301,1.6301,1.6301,1.6301,-1,-1.0,-1
21600,2020-06-24 06:00:00+00:00,1.62985,1.6299,1.62983,1.62989,-1,-1.0,-1,1.62993,1.62996,1.62991,1.62991,-1,-1.0,-1
25200,2020-06-24 07:00:00+00:00,1.63115,1.63121,1.63112,1.63117,-1,-1.0,-1,1.63121,1.63128,1.63119,1.63128,-1,-1.0,-1
28800,2020-06-24 08:00:00+00:00,1.63308,1.63308,1.63303,1.63305,-1,-1.0,-1,1.63317,1.63322,1.63314,1.63319,-1,-1.0,-1
32400,2020-06-24 09:00:00+00:00,1.63329,1.63333,1.63327,1.63332,-1,-1.0,-1,1.63334,1.63339,1.63334,1.63339,-1,-1.0,-1
36000,2020-06-24 10:00:00+00:00,1.63394,1.63398,1.63393,1.63396,-1,-1.0,-1,1.63406,1.63411,1.63403,1.63407,-1,-1.0,-1
39600,2020-06-24 11:00:00+00:00,1.63529,1.63529,1.63524,1.63524,-1,-1.0,-1,1.63537,1.63537,1.63532,1.63532,-1,-1.0,-1
43200,2020-06-24 12:00:00+00:00,1.63469,1.63478,1.63466,1.63468,-1,-1.0,-1,1.63476,1.63483,1.63476,1.63478,-1,-1.0,-1
46800,2020-06-24 13:00:00+00:00,1.63059,1.63064,1.63059,1.63059,-1,-1.0,-1,1.63069,1.63073,1.63069,1.6307,-1,-1.0,-1
50400,2020-06-24 14:00:00+00:00,1.63416,1.6343,1.63416,1.6343,-1,-1.0,-1,1.63425,1.63435,1.63425,1.63434,-1,-1.0,-1
54000,2020-06-24 15:00:00+00:00,1.63442,1.63446,1.63441,1.63445,-1,-1.0,-1,1.63449,1.63453,1.63447,1.63451,-1,-1.0,-1
57600,2020-06-24 16:00:00+00:00,1.63925,1.63939,1.63925,1.63939,-1,-1.0,-1,1.63931,1.63948,1.63931,1.63948,-1,-1.0,-1
61200,2020-06-24 17:00:00+00:00,1.63671,1.63677,1.63666,1.63675,-1,-1.0,-1,1.63681,1.63686,1.63673,1.63683,-1,-1.0,-1
64800,2020-06-24 18:00:00+00:00,1.6379,1.63802,1.6379,1.63791,-1,-1.0,-1,1.638,1.6381,1.63799,1.63799,-1,-1.0,-1
68400,2020-06-24 19:00:00+00:00,1.63942,1.63945,1.63941,1.63941,-1,-1.0,-1,1.63951,1.63953,1.63948,1.6395,-1,-1.0,-1
72000,2020-06-24 20:00:00+00:00,1.63821,1.63828,1.63821,1.63823,-1,-1.0,-1,1.63832,1.6384,1.6383,1.63833,-1,-1.0,-1
78300,2020-06-24 22:00:00+00:00,1.63775,1.63812,1.63775,1.63803,-1,-1.0,-1,1.63884,1.63884,1.63875,1.63876,-1,-1.0,-1
81900,2020-06-24 23:00:00+00:00,1.63964,1.63974,1.63964,1.63969,-1,-1.0,-1,1.6398,1.63987,1.6398,1.6398,-1,-1.0,-1
0,2020-06-25 00:00:00+00:00,1.64094,1.64094,1.64084,1.64088,-1,-1.0,-1,1.64105,1.64105,1.64091,1.64094,-1,-1.0,-1
3600,2020-06-25 01:00:00+00:00,1.63894,1.63896,1.63885,1.63888,-1,-1.0,-1,1.63906,1.63909,1.6389,1.63892,-1,-1.0,-1
7200,2020-06-25 02:00:00+00:00,1.6387,1.63875,1.63868,1.63872,-1,-1.0,-1,1.63876,1.63883,1.63876,1.63878,-1,-1.0,-1
10800,2020-06-25 03:00:00+00:00,1.63838,1.63838,1.63815,1.63815,-1,-1.0,-1,1.63848,1.63849,1.63822,1.63823,-1,-1.0,-1
14400,2020-06-25 04:00:00+00:00,1.63805,1.63808,1.6379,1.6379,-1,-1.0,-1,1.63814,1.63817,1.63791,1.63793,-1,-1.0,-1
18000,2020-06-25 05:00:00+00:00,1.63862,1.63866,1.63862,1.63863,-1,-1.0,-1,1.63868,1.63869,1.63865,1.63865,-1,-1.0,-1
21600,2020-06-25 06:00:00+00:00,1.63699,1.63703,1.63694,1.63703,-1,-1.0,-1,1.63711,1.63716,1.63706,1.63716,-1,-1.0,-1
25200,2020-06-25 07:00:00+00:00,1.63708,1.63714,1.63708,1.63713,-1,-1.0,-1,1.63721,1.63728,1.63719,1.63728,-1,-1.0,-1
28800,2020-06-25 08:00:00+00:00,1.63674,1.63678,1.63669,1.63677,-1,-1.0,-1,1.63678,1.63684,1.63675,1.63684,-1,-1.0,-1
32400,2020-06-25 09:00:00+00:00,1.63175,1.6318,1.63175,1.6318,-1,-1.0,-1,1.63188,1.63191,1.63188,1.63191,-1,-1.0,-1
36000,2020-06-25 10:00:00+00:00,1.6311,1.63113,1.63103,1.63103,-1,-1.0,-1,1.6312,1.63123,1.63113,1.63113,-1,-1.0,-1
39600,2020-06-25 11:00:00+00:00,1.63051,1.63057,1.6305,1.63057,-1,-1.0,-1,1.63058,1.63071,1.63058,1.6307,-1,-1.0,-1
43200,2020-06-25 12:00:00+00:00,1.6327,1.63271,1.63248,1.63252,-1,-1.0,-1,1.63272,1.63274,1.63255,1.6326,-1,-1.0,-1
46800,2020-06-25 13:00:00+00:00,1.63196,1.63197,1.63171,1.63171,-1,-1.0,-1,1.63205,1.63205,1.63184,1.63184,-1,-1.0,-1
50400,2020-06-25 14:00:00+00:00,1.63094,1.63111,1.63094,1.63101,-1,-1.0,-1,1.63102,1.63122,1.63102,1.63108,-1,-1.0,-1
54000,2020-06-25 15:00:00+00:00,1.63455,1.63456,1.63443,1.63449,-1,-1.0,-1,1.63468,1.63468,1.63453,1.63462,-1,-1.0,-1
57600,2020-06-25 16:00:00+00:00,1.63397,1.63402,1.63396,1.63396,-1,-1.0,-1,1.63406,1.63414,1.63397,1.63399,-1,-1.0,-1
61200,2020-06-25 17:00:00+00:00,1.63276,1.63276,1.63269,1.63274,-1,-1.0,-1,1.63287,1.63287,1.63283,1.63283,-1,-1.0,-1
64800,2020-06-25 18:00:00+00:00,1.63311,1.63319,1.63311,1.63311,-1,-1.0,-1,1.63317,1.63321,1.63313,1.6332,-1,-1.0,-1
68400,2020-06-25 19:00:00+00:00,1.63218,1.63225,1.63215,1.63224,-1,-1.0,-1,1.6323,1.63236,1.63225,1.63236,-1,-1.0,-1
72000,2020-06-25 20:00:00+00:00,1.62885,1.62892,1.62874,1.62874,-1,-1.0,-1,1.62893,1.629,1.62879,1.62879,-1,-1.0,-1
78300,2020-06-25 22:00:00+00:00,1.6279,1.6281,1.6279,1.6281,-1,-1.0,-1,1.62889,1.62894,1.62885,1.62894,-1,-1.0,-1
81900,2020-06-25 23:00:00+00:00,1.62864,1.62869,1.62864,1.62867,-1,-1.0,-1,1.62881,1.62881,1.62876,1.62876,-1,-1.0,-1
0,2020-06-26 00:00:00+00:00,1.62851,1.62851,1.6285,1.62851,-1,-1.0,-1,1.62865,1.62865,1.62859,1.62859,-1,-1.0,-1
3600,2020-06-26 01:00:00+00:00,1.63078,1.6308,1.63078,1.63078,-1,-1.0,-1,1.6309,1.63094,1.63082,1.63082,-1,-1.0,-1
7200,2020-06-26 02:00:00+00:00,1.62976,1.62977,1.62969,1.62969,-1,-1.0,-1,1.62992,1.62992,1.62979,1.62982,-1,-1.0,-1
10800,2020-06-26 03:00:00+00:00,1.63012,1.63015,1.63012,1.63013,-1,-1.0,-1,1.63021,1.63023,1.63019,1.63023,-1,-1.0,-1
14400,2020-06-26 04:00:00+00:00,1.6291,1.6291,1.62899,1.62899,-1,-1.0,-1,1.62919,1.62919,1.62907,1.62907,-1,-1.0,-1
18000,2020-06-26 05:00:00+00:00,1.62895,1.62895,1.62892,1.62894,-1,-1.0,-1,1.62907,1.62907,1.629,1.629,-1,-1.0,-1
21600,2020-06-26 06:00:00+00:00,1.62895,1.62898,1.62893,1.62894,-1,-1.0,-1,1.62906,1.62909,1.62901,1.62904,-1,-1.0,-1
25200,2020-06-26 07:00:00+00:00,1.62924,1.6293,1.62921,1.62929,-1,-1.0,-1,1.62936,1.62939,1.62927,1.62939,-1,-1.0,-1
28800,2020-06-26 08:00:00+00:00,1.63034,1.63035,1.63031,1.63032,-1,-1.0,-1,1.63036,1.63036,1.63035,1.63036,-1,-1.0,-1
32400,2020-06-26 09:00:00+00:00,1.63192,1.632,1.63192,1.63195,-1,-1.0,-1,1.63197,1.63208,1.63197,1.63201,-1,-1.0,-1
36000,2020-06-26 10:00:00+00:00,1.63069,1.6307,1.63065,1.63065,-1,-1.0,-1,1.63079,1.6308,1.63076,1.63076,-1,-1.0,-1
39600,2020-06-26 11:00:00+00:00,1.63028,1.6303,1.63028,1.63028,-1,-1.0,-1,1.63035,1.63037,1.63035,1.63037,-1,-1.0,-1
43200,2020-06-26 12:00:00+00:00,1.63103,1.63114,1.63103,1.63108,-1,-1.0,-1,1.63108,1.6312,1.63108,1.63111,-1,-1.0,-1
46800,2020-06-26 13:00:00+00:00,1.63267,1.63273,1.63267,1.63273,-1,-1.0,-1,1.63276,1.63281,1.63276,1.63281,-1,-1.0,-1
50400,2020-06-26 14:00:00+00:00,1.6342,1.63426,1.63399,1.63408,-1,-1.0,-1,1.63427,1.63434,1.63414,1.63414,-1,-1.0,-1
54000,2020-06-26 15:00:00+00:00,1.6364,1.63647,1.6364,1.63647,-1,-1.0,-1,1.63646,1.63656,1.63646,1.63653,-1,-1.0,-1
57600,2020-06-26 16:00:00+00:00,1.6346,1.63474,1.63459,1.63466,-1,-1.0,-1,1.63469,1.63483,1.63469,1.63477,-1,-1.0,-1
61200,2020-06-26 17:00:00+00:00,1.63491,1.63492,1.6349,1.6349,-1,-1.0,-1,1.63498,1.63502,1.63498,1.63498,-1,-1.0,-1
64800,2020-06-26 18:00:00+00:00,1.63507,1.63516,1.63507,1.63516,-1,-1.0,-1,1.6352,1.63525,1.6352,1.63525,-1,-1.0,-1
68400,2020-06-26 19:00:00+00:00,1.6353,1.63531,1.63528,1.63529,-1,-1.0,-1,1.63541,1.63541,1.63541,1.63541,-1,-1.0,-1
72000,2020-06-26 20:00:00+00:00,1.63648,1.6366,1.63644,1.63645,-1,-1.0,-1,1.63653,1.63668,1.63652,1.63657,-1,-1.0,-1
0,2020-06-29 00:00:00+00:00,1.63571,1.63575,1.63555,1.63555,-1,-1.0,-1,1.63591,1.63591,1.63562,1.63564,-1,-1.0,-1
3600,2020-06-29 01:00:00+00:00,1.63348,1.63358,1.63348,1.63354,-1,-1.0,-1,1.63363,1.6337,1.63363,1.63368,-1,-1.0,-1
7200,2020-06-29 02:00:00+00:00,1.63421,1.63428,1.63419,1.63424,-1,-1.0,-1,1.6343,1.63436,1.63428,1.63433,-1,-1.0,-1
10800,2020-06-29 03:00:00+00:00,1.63355,1.63361,1.63355,1.63361,-1,-1.0,-1,1.63365,1.6337,1.63365,1.6337,-1,-1.0,-1
14400,2020-06-29 04:00:00+00:00,1.6351,1.6351,1.63498,1.63501,-1,-1.0,-1,1.6352,1.6352,1.63507,1.63509,-1,-1.0,-1
18000,2020-06-29 05:00:00+00:00,1.63571,1.63573,1.63569,1.63573,-1,-1.0,-1,1.6358,1.6358,1.63576,1.6358,-1,-1.0,-1
21600,2020-06-29 06:00:00+00:00,1.63579,1.63584,1.63577,1.63577,-1,-1.0,-1,1.63586,1.63593,1.63586,1.63586,-1,-1.0,-1
25200,2020-06-29 07:00:00+00:00,1.63554,1.63554,1.63536,1.63551,-1,-1.0,-1,1.63562,1.63565,1.63543,1.63556,-1,-1.0,-1
28800,2020-06-29 08:00:00+00:00,1.6349,1.63494,1.63486,1.63487,-1,-1.0,-1,1.63502,1.63503,1.63497,1.63498,-1,-1.0,-1
32400,2020-06-29 09:00:00+00:00,1.63715,1.63715,1.63711,1.63711,-1,-1.0,-1,1.63722,1.63722,1.63719,1.63719,-1,-1.0,-1
36000,2020-06-29 10:00:00+00:00,1.63875,1.63875,1.63867,1.63867,-1,-1.0,-1,1.63883,1.63883,1.6387,1.63873,-1,-1.0,-1
39600,2020-06-29 11:00:00+00:00,1.63999,1.64003,1.63992,1.63998,-1,-1.0,-1,1.64006,1.64007,1.63997,1.64006,-1,-1.0,-1
43200,2020-06-29 12:00:00+00:00,1.64,1.64008,1.63996,1.63998,-1,-1.0,-1,1.64003,1.6401,1.64003,1.64004,-1,-1.0,-1
46800,2020-06-29 13:00:00+00:00,1.64311,1.64315,1.64311,1.64314,-1,-1.0,-1,1.64322,1.64322,1.64322,1.64322,-1,-1.0,-1
50400,2020-06-29 14:00:00+00:00,1.64223,1.64228,1.64222,1.64228,-1,-1.0,-1,1.64232,1.64234,1.64231,1.64232,-1,-1.0,-1
54000,2020-06-29 15:00:00+00:00,1.64118,1.64119,1.64114,1.64119,-1,-1.0,-1,1.64126,1.64126,1.6412,1.64126,-1,-1.0,-1
57600,2020-06-29 16:00:00+00:00,1.64026,1.64029,1.64025,1.64025,-1,-1.0,-1,1.64033,1.64038,1.64032,1.64036,-1,-1.0,-1
61200,2020-06-29 17:00:00+00:00,1.63823,1.63823,1.63821,1.63821,-1,-1.0,-1,1.63837,1.63837,1.63832,1.63832,-1,-1.0,-1
64800,2020-06-29 18:00:00+00:00,1.63803,1.63803,1.63798,1.63798,-1,-1.0,-1,1.63809,1.63809,1.63804,1.63805,-1,-1.0,-1
68400,2020-06-29 19:00:00+00:00,1.63778,1.63789,1.63778,1.63784,-1,-1.0,-1,1.63788,1.63796,1.63786,1.63792,-1,-1.0,-1
72000,2020-06-29 20:00:00+00:00,1.63706,1.63706,1.63686,1.63693,-1,-1.0,-1,1.63708,1.63709,1.63695,1.63709,-1,-1.0,-1
78300,2020-06-29 22:00:00+00:00,1.63661,1.63687,1.63659,1.6367,-1,-1.0,-1,1.63726,1.63732,1.6371,1.63725,-1,-1.0,-1
81900,2020-06-29 23:00:00+00:00,1.63657,1.63657,1.63654,1.63654,-1,-1.0,-1,1.63665,1.63667,1.63659,1.63667,-1,-1.0,-1
0,2020-06-30 00:00:00+00:00,1.63657,1.63657,1.63654,1.63654,-1,-1.0,-1,1.63669,1.63669,1.63662,1.63665,-1,-1.0,-1
3600,2020-06-30 01:00:00+00:00,1.63742,1.63742,1.63739,1.63739,-1,-1.0,-1,1.63758,1.63758,1.63756,1.63756,-1,-1.0,-1
7200,2020-06-30 02:00:00+00:00,1.63509,1.63509,1.63509,1.63509,-1,-1.0,-1,1.63521,1.63523,1.63521,1.63523,-1,-1.0,-1
10800,2020-06-30 03:00:00+00:00,1.63469,1.63469,1.63452,1.63452,-1,-1.0,-1,1.63478,1.63478,1.63466,1.63468,-1,-1.0,-1
14400,2020-06-30 04:00:00+00:00,1.63303,1.63303,1.633,1.633,-1,-1.0,-1,1.63312,1.63312,1.63307,1.63309,-1,-1.0,-1
18000,2020-06-30 05:00:00+00:00,1.63285,1.63285,1.63285,1.63285,-1,-1.0,-1,1.63292,1.63292,1.6329,1.6329,-1,-1.0,-1
21600,2020-06-30 06:00:00+00:00,1.63667,1.63677,1.63664,1.63668,-1,-1.0,-1,1.63679,1.63683,1.63674,1.63674,-1,-1.0,-1
25200,2020-06-30 07:00:00+00:00,1.63521,1.63521,1.63517,1.6352,-1,-1.0,-1,1.63523,1.63529,1.63518,1.63523,-1,-1.0,-1
28800,2020-06-30 08:00:00+00:00,1.63679,1.6368,1.63675,1.63675,-1,-1.0,-1,1.63686,1.63688,1.63681,1.63684,-1,-1.0,-1
32400,2020-06-30 09:00:00+00:00,1.63805,1.63816,1.63798,1.63799,-1,-1.0,-1,1.63817,1.63826,1.63809,1.63809,-1,-1.0,-1
36000,2020-06-30 10:00:00+00:00,1.63752,1.63767,1.63748,1.63761,-1,-1.0,-1,1.6376,1.63772,1.63757,1.63772,-1,-1.0,-1
39600,2020-06-30 11:00:00+00:00,1.63686,1.63698,1.63686,1.63691,-1,-1.0,-1,1.63695,1.63705,1.63695,1.63699,-1,-1.0,-1
43200,2020-06-30 12:00:00+00:00,1.63398,1.63399,1.63389,1.63389,-1,-1.0,-1,1.63403,1.63409,1.63396,1.63397,-1,-1.0,-1
46800,2020-06-30 13:00:00+00:00,1.63331,1.63343,1.63331,1.63338,-1,-1.0,-1,1.63337,1.63348,1.63337,1.63343,-1,-1.0,-1
50400,2020-06-30 14:00:00+00:00,1.63184,1.63189,1.63177,1.63178,-1,-1.0,-1,1.63186,1.63195,1.63184,1.63184,-1,-1.0,-1
54000,2020-06-30 15:00:00+00:00,1.63096,1.63097,1.63091,1.63092,-1,-1.0,-1,1.63102,1.63103,1.63099,1.63102,-1,-1.0,-1
57600,2020-06-30 16:00:00+00:00,1.63067,1.63073,1.63057,1.63061,-1,-1.0,-1,1.63075,1.63078,1.63065,1.63068,-1,-1.0,-1
61200,2020-06-30 17:00:00+00:00,1.63179,1.63182,1.63175,1.63176,-1,-1.0,-1,1.63184,1.63184,1.63181,1.63181,-1,-1.0,-1
64800,2020-06-30 18:00:00+00:00,1.63056,1.6306,1.63054,1.63054,-1,-1.0,-1,1.63067,1.63067,1.63061,1.63061,-1,-1.0,-1
68400,2020-06-30 19:00:00+00:00,1.62846,1.62858,1.62842,1.62858,-1,-1.0,-1,1.62849,1.62866,1.62849,1.62866,-1,-1.0,-1
72000,2020-06-30 20:00:00+00:00,1.62817,1.62817,1.62792,1.62792,-1,-1.0,-1,1.62821,1.62821,1.62795,1.62795,-1,-1.0,-1
78300,2020-06-30 22:00:00+00:00,1.62725,1.62725,1.62725,1.62725,-1,-1.0,-1,1.62763,1.62763,1.62757,1.62761,-1,-1.0,-1
81900,2020-06-30 23:00:00+00:00,1.6279,1.6279,1.6278,1.62783,-1,-1.0,-1,1.628,1.628,1.6279,1.62793,-1,-1.0,-1
0,2020-07-01 00:00:00+00:00,1.62814,1.62814,1.62799,1.62799,-1,-1.0,-1,1.62821,1.62822,1.62809,1.62809,-1,-1.0,-1
3600,2020-07-01 01:00:00+00:00,1.62562,1.62565,1.62562,1.62564,-1,-1.0,-1,1.62569,1.6257,1.62569,1.6257,-1,-1.0,-1
7200,2020-07-01 02:00:00+00:00,1.62653,1.62658,1.62653,1.62658,-1,-1.0,-1,1.62666,1.62667,1.62664,1.62667,-1,-1.0,-1
10800,2020-07-01 03:00:00+00:00,1.62626,1.6263,1.62626,1.6263,-1,-1.0,-1,1.62635,1.6264,1.62635,1.6264,-1,-1.0,-1
14400,2020-07-01 04:00:00+00:00,1.62753,1.62753,1.62743,1.62744,-1,-1.0,-1,1.62757,1.62757,1.62751,1.62751,-1,-1.0,-1
18000,2020-07-01 05:00:00+00:00,1.62798,1.62806,1.62798,1.62806,-1,-1.0,-1,1.62806,1.62815,1.62805,1.62815,-1,-1.0,-1
21600,2020-07-01 06:00:00+00:00,1.62795,1.6281,1.62795,1.62809,-1,-1.0,-1,1.62802,1.62821,1.62802,1.62821,-1,-1.0,-1
25200,2020-07-01 07:00:00+00:00,1.62609,1.62609,1.626,1.626,-1,-1.0,-1,1.62619,1.62619,1.62607,1.62607,-1,-1.0,-1
28800,2020-07-01 08:00:00+00:00,1.62572,1.62579,1.62569,1.62579,-1,-1.0,-1,1.62581,1.62586,1.62576,1.62586,-1,-1.0,-1
32400,2020-07-01 09:00:00+00:00,1.62462,1.62464,1.62459,1.62463,-1,-1.0,-1,1.62466,1.62473,1.62466,1.6247,-1,-1.0,-1
36000,2020-07-01 10:00:00+00:00,1.62524,1.62526,1.6252,1.6252,-1,-1.0,-1,1.6253,1.62533,1.62525,1.62525,-1,-1.0,-1
39600,2020-07-01 11:00:00+00:00,1.62557,1.62558,1.62554,1.62557,-1,-1.0,-1,1.6256,1.62567,1.6256,1.62567,-1,-1.0,-1
43200,2020-07-01 12:00:00+00:00,1.62722,1.62723,1.62711,1.62712,-1,-1.0,-1,1.62728,1.62728,1.62713,1.62716,-1,-1.0,-1
46800,2020-07-01 13:00:00+00:00,1.62363,1.62367,1.62363,1.62366,-1,-1.0,-1,1.62371,1.62374,1.62371,1.62374,-1,-1.0,-1
50400,2020-07-01 14:00:00+00:00,1.62372,1.62384,1.62359,1.6238,-1,-1.0,-1,1.62404,1.62407,1.62376,1.62391,-1,-1.0,-1
54000,2020-07-01 15:00:00+00:00,1.62622,1.62628,1.62609,1.62621,-1,-1.0,-1,1.62631,1.62631,1.62619,1.62623,-1,-1.0,-1
57600,2020-07-01 16:00:00+00:00,1.62776,1.62776,1.62775,1.62775,-1,-1.0,-1,1.62786,1.62786,1.62786,1.62786,-1,-1.0,-1
61200,2020-07-01 17:00:00+00:00,1.62805,1.62808,1.62805,1.62805,-1,-1.0,-1,1.62815,1.62816,1.62813,1.62813,-1,-1.0,-1
64800,2020-07-01 18:00:00+00:00,1.62778,1.62802,1.62774,1.6279,-1,-1.0,-1,1.62805,1.62821,1.62804,1.62821,-1,-1.0,-1
68400,2020-07-01 19:00:00+00:00,1.62638,1.62643,1.62634,1.62634,-1,-1.0,-1,1.62643,1.62646,1.62643,1.62644,-1,-1.0,-1
72000,2020-07-01 20:00:00+00:00,1.62688,1.62688,1.62683,1.62685,-1,-1.0,-1,1.62698,1.62698,1.6269,1.62694,-1,-1.0,-1
78300,2020-07-01 22:00:00+00:00,1.62725,1.62765,1.6272,1.6272,-1,-1.0,-1,1.6278,1.62788,1.62754,1.62762,-1,-1.0,-1
81900,2020-07-01 23:00:00+00:00,1.6266,1.62662,1.6266,1.62662,-1,-1.0,-1,1.6267,1.62672,1.6267,1.6267,-1,-1.0,-1
0,2020-07-02 00:00:00+00:00,1.62792,1.62818,1.62792,1.62808,-1,-1.0,-1,1.62799,1.6283,1.62799,1.62816,-1,-1.0,-1
3600,2020-07-02 01:00:00+00:00,1.62723,1.62723,1.62722,1.62722,-1,-1.0,-1,1.62733,1.62733,1.62733,1.62733,-1,-1.0,-1
7200,2020-07-02 02:00:00+00:00,1.62913,1.62916,1.62913,1.62915,-1,-1.0,-1,1.62923,1.62924,1.62923,1.62923,-1,-1.0,-1
10800,2020-07-02 03:00:00+00:00,1.62754,1.62761,1.6275,1.6275,-1,-1.0,-1,1.62764,1.62769,1.62757,1.62757,-1,-1.0,-1
14400,2020-07-02 04:00:00+00:00,1.62798,1.62799,1.62798,1.62799,-1,-1.0,-1,1.62805,1.62805,1.62805,1.62805,-1,-1.0,-1
18000,2020-07-02 05:00:00+00:00,1.62754,1.62758,1.62753,1.62758,-1,-1.0,-1,1.6276,1.62763,1.6276,1.62763,-1,-1.0,-1
21600,2020-07-02 06:00:00+00:00,1.62697,1.62713,1.62697,1.62713,-1,-1.0,-1,1.62699,1.62719,1.62699,1.62717,-1,-1.0,-1
25200,2020-07-02 07:00:00+00:00,1.62763,1.62774,1.62761,1.62772,-1,-1.0,-1,1.62768,1.62777,1.62767,1.62775,-1,-1.0,-1
28800,2020-07-02 08:00:00+00:00,1.62755,1.62758,1.62755,1.62756,-1,-1.0,-1,1.62763,1.62765,1.6276,1.62762,-1,-1.0,-1
32400,2020-07-02 09:00:00+00:00,1.62982,1.62982,1.62972,1.62973,-1,-1.0,-1,1.62992,1.62992,1.62982,1.62982,-1,-1.0,-1
36000,2020-07-02 10:00:00+00:00,1.62892,1.62892,1.62889,1.62889,-1,-1.0,-1,1.629,1.629,1.62897,1.62897,-1,-1.0,-1
39600,2020-07-02 11:00:00+00:00,1.62953,1.62964,1.62951,1.62964,-1,-1.0,-1,1.6296,1.6297,1.62956,1.6297,-1,-1.0,-1
43200,2020-07-02 12:00:00+00:00,1.62851,1.62855,1.6285,1.62853,-1,-1.0,-1,1.62858,1.62861,1.62853,1.62854,-1,-1.0,-1
46800,2020-07-02 13:00:00+00:00,1.6273,1.62743,1.62729,1.62741,-1,-1.0,-1,1.62737,1.62753,1.62737,1.62751,-1,-1.0,-1
50400,2020-07-02 14:00:00+00:00,1.62322,1.62322,1.62311,1.62316,-1,-1.0,-1,1.62334,1.62334,1.62322,1.62326,-1,-1.0,-1
54000,2020-07-02 15:00:00+00:00,1.62491,1.62497,1.62486,1.62486,-1,-1.0,-1,1.62496,1.62505,1.62494,1.62494,-1,-1.0,-1
57600,2020-07-02 16:00:00+00:00,1.62387,1.62395,1.62386,1.62391,-1,-1.0,-1,1.62396,1.62398,1.62395,1.62397,-1,-1.0,-1
61200,2020-07-02 17:00:00+00:00,1.62302,1.62306,1.62302,1.62306,-1,-1.0,-1,1.62306,1.62312,1.62306,1.62309,-1,-1.0,-1
64800,2020-07-02 18:00:00+00:00,1.62346,1.62349,1.62346,1.62346,-1,-1.0,-1,1.62356,1.62358,1.62356,1.62357,-1,-1.0,-1
68400,2020-07-02 19:00:00+00:00,1.62267,1.62269,1.62258,1.62258,-1,-1.0,-1,1.62275,1.62275,1.62268,1.62268,-1,-1.0,-1
72000,2020-07-02 20:00:00+00:00,1.62371,1.62371,1.62363,1.62363,-1,-1.0,-1,1.6238,1.6238,1.62372,1.62373,-1,-1.0,-1
78300,2020-07-02 22:00:00+00:00,1.62298,1.6231,1.62296,1.6231,-1,-1.0,-1,1.62338,1.62361,1.62338,1.62342,-1,-1.0,-1
81900,2020-07-02 23:00:00+00:00,1.62323,1.62323,1.62321,1.62321,-1,-1.0,-1,1.62336,1.62338,1.62335,1.62335,-1,-1.0,-1
0,2020-07-03 00:00:00+00:00,1.62412,1.62414,1.62403,1.62414,-1,-1.0,-1,1.62419,1.62421,1.62407,1.62421,-1,-1.0,-1
3600,2020-07-03 01:00:00+00:00,1.62406,1.62418,1.62405,1.62405,-1,-1.0,-1,1.62413,1.62423,1.62413,1.62413,-1,-1.0,-1
7200,2020-07-03 02:00:00+00:00,1.6244,1.62441,1.62439,1.62439,-1,-1.0,-1,1.62449,1.62449,1.62449,1.62449,-1,-1.0,-1
10800,2020-07-03 03:00:00+00:00,1.62354,1.62358,1.62352,1.62352,-1,-1.0,-1,1.62363,1.62365,1.62357,1.62357,-1,-1.0,-1
14400,2020-07-03 04:00:00+00:00,1.62251,1.62251,1.62249,1.62251,-1,-1.0,-1,1.62257,1.62261,1.62253,1.62261,-1,-1.0,-1
18000,2020-07-03 05:00:00+00:00,1.62125,1.62133,1.62125,1.62125,-1,-1.0,-1,1.62136,1.62141,1.62135,1.62135,-1,-1.0,-1
21600,2020-07-03 06:00:00+00:00,1.62131,1.62132,1.62126,1.62126,-1,-1.0,-1,1.62141,1.62141,1.62133,1.62136,-1,-1.0,-1
25200,2020-07-03 07:00:00+00:00,1.61992,1.61992,1.6197,1.61971,-1,-1.0,-1,1.61998,1.62,1.61975,1.61978,-1,-1.0,-1
28800,2020-07-03 08:00:00+00:00,1.61907,1.61907,1.619,1.619,-1,-1.0,-1,1.61914,1.61914,1.61906,1.61911,-1,-1.0,-1
32400,2020-07-03 09:00:00+00:00,1.61962,1.61962,1.61962,1.61962,-1,-1.0,-1,1.6197,1.61972,1.6197,1.61972,-1,-1.0,-1
36000,2020-07-03 10:00:00+00:00,1.6194,1.6194,1.61939,1.61939,-1,-1.0,-1,1.61949,1.61949,1.61947,1.61947,-1,-1.0,-1
39600,2020-07-03 11:00:00+00:00,1.61911,1.61912,1.61911,1.61911,-1,-1.0,-1,1.61918,1.61919,1.61918,1.61919,-1,-1.0,-1
43200,2020-07-03 12:00:00+00:00,1.61826,1.61826,1.61821,1.61825,-1,-1.0,-1,1.61832,1.61834,1.61829,1.61833,-1,-1.0,-1
46800,2020-07-03 13:00:00+00:00,1.61818,1.61818,1.61818,1.61818,-1,-1.0,-1,1.61829,1.61829,1.61826,1.61826,-1,-1.0,-1
